number,sci_name,sex,predicted_attractiveness_sex_model,sd_sex_model
10466,Platyrinchus coronatus,unknown,6.2383,0.0639
10467,Platyrinchus flavigularis,unknown,5.4946,0.0501
10468,Platyrinchus leucoryphus,male,5.276,NA
10469,Platyrinchus leucoryphus,unknown,5.7392,0.0568
10470,Platyrinchus mystaceus,unknown,5.961,0.0651
10471,Platyrinchus platyrhynchos,unknown,5.5566,0.0689
10472,Platyrinchus saturatus,unknown,4.8333,0.056
10473,Platysmurus leucopterus,unknown,5.9919,0.0724
10474,Platyspiza crassirostris,male,5.6235,0.0275
10475,Platyspiza crassirostris,unknown,5.5057,0.055
10476,Platysteira albifrons,male,6.6669,0.0686
10477,Platysteira albifrons,unknown,6.9454,0.09
10478,Platysteira blissetti,male,6.5401,0.0656
10479,Platysteira blissetti,unknown,7.1583,0.0801
10480,Platysteira castanea,male,6.6489,0.0687
10481,Platysteira castanea,unknown,6.5763,0.0546
10482,Platysteira chalybea,male,6.901,0.0795
10483,Platysteira chalybea,unknown,7.3559,0.102
10484,Platysteira concreta,male,7.4536,0.0831
10485,Platysteira concreta,unknown,7.3699,0.0831
10486,Platysteira cyanea,female,6.4828,0.0338
10487,Platysteira cyanea,male,7.0306,0.0916
10488,Platysteira cyanea,unknown,6.5709,0.0657
10489,Platysteira hormophora,unknown,6.5939,0.062
10490,Platysteira jamesoni,male,6.8163,0.0421
10491,Platysteira jamesoni,unknown,6.5684,0.0755
10492,Platysteira laticincta,female,6.826,0.0562
10493,Platysteira laticincta,unknown,5.5105,0.0517
10494,Platysteira peltata,female,6.3906,0.0886
10495,Platysteira peltata,unknown,6.8355,0.0824
10496,Platysteira tonsa,unknown,5.9379,0.0642
10497,Plectorhyncha lanceolata,male,5.9847,0.04
10498,Plectorhyncha lanceolata,unknown,5.2485,0.0542
10499,Plectrophenax hyperboreus,female,5.7834,0.0489
10500,Plectrophenax hyperboreus,unknown,6.7476,0.0841
10501,Plectrophenax nivalis,female,6.3526,0.0606
10502,Plectrophenax nivalis,unknown,6.6761,0.0658
10503,Plectropterus gambensis,unknown,5.3977,0.051
10504,Plegadis chihi,unknown,5.9115,0.0616
10505,Plegadis falcinellus,unknown,5.4122,0.0534
10506,Plegadis ridgwayi,unknown,5.0174,0.0617
10507,Plocepasser donaldsoni,unknown,5.2218,0.0491
10508,Plocepasser mahali,unknown,5.6588,0.0558
10509,Plocepasser rufoscapulatus,unknown,4.9223,0.0562
10510,Plocepasser superciliosus,unknown,4.9518,0.0725
10511,Ploceus albinucha,male,4.5988,0.0245
10512,Ploceus albinucha,unknown,5.2426,0.0582
10513,Ploceus alienus,male,6.1733,0.0371
10514,Ploceus alienus,unknown,6.4314,0.0656
10515,Ploceus angolensis,unknown,5.7716,0.0576
10516,Ploceus aurantius,unknown,6.9372,0.0898
10517,Ploceus badius,male,6.0831,0.0859
10518,Ploceus badius,unknown,6.2116,0.0635
10519,Ploceus baglafecht,male,6.0096,0.0429
10520,Ploceus baglafecht,unknown,6.2493,0.0529
10521,Ploceus bannermani,unknown,6.223,0.0614
10522,Ploceus benghalensis,male,6.633,0.0597
10523,Ploceus benghalensis,unknown,6.13,0.0738
10524,Ploceus bertrandi,female,6.136,0.0536
10525,Ploceus bertrandi,male,5.902,NA
10526,Ploceus bertrandi,unknown,6.1234,0.0569
10527,Ploceus bicolor,unknown,6.2109,0.045
10528,Ploceus bojeri,male,6.7234,0.0697
10529,Ploceus bojeri,unknown,7.4394,0.1058
10530,Ploceus burnieri,male,6.2334,0.0511
10531,Ploceus burnieri,unknown,5.8006,0.0406
10532,Ploceus capensis,unknown,6.1277,0.0586
10533,Ploceus castaneiceps,male,6.1714,0.048
10534,Ploceus castaneiceps,unknown,6.4805,0.0793
10535,Ploceus castanops,male,6.4981,0.0358
10536,Ploceus castanops,unknown,6.1372,0.0605
10537,Ploceus cucullatus,female,5.9251,0.0527
10538,Ploceus cucullatus,male,6.8263,0.0963
10539,Ploceus cucullatus,unknown,5.8032,0.057
10540,Ploceus dichrocephalus,unknown,6.2956,0.0636
10541,Ploceus dorsomaculatus,male,5.369,0.0474
10542,Ploceus dorsomaculatus,unknown,5.2122,0.0583
10543,Ploceus galbula,female,5.956,0.0474
10544,Ploceus galbula,male,6.1085,0.0552
10545,Ploceus galbula,unknown,5.7371,0.0656
10546,Ploceus golandi,unknown,5.0849,0.0493
10547,Ploceus grandis,male,5.8606,0.0752
10548,Ploceus grandis,unknown,6.3411,0.06
10549,Ploceus heuglini,male,5.7126,0.0574
10550,Ploceus heuglini,unknown,6.1662,0.0499
10551,Ploceus hypoxanthus,male,6.4062,0.0604
10552,Ploceus hypoxanthus,unknown,7.2126,0.1078
10553,Ploceus insignis,male,6.3842,0.0646
10554,Ploceus insignis,unknown,6.2546,0.0756
10555,Ploceus intermedius,male,6.5867,0.0783
10556,Ploceus intermedius,unknown,6.4555,0.047
10557,Ploceus jacksoni,male,6.0032,0.0832
10558,Ploceus jacksoni,unknown,6.4321,0.0623
10559,Ploceus katangae,unknown,6.2071,0.0655
10560,Ploceus luteolus,female,5.3073,0.0645
10561,Ploceus luteolus,male,5.9807,0.0495
10562,Ploceus luteolus,unknown,5.9672,0.0631
10563,Ploceus manyar,female,5.1299,0.0536
10564,Ploceus manyar,male,6.2915,0.0732
10565,Ploceus manyar,unknown,5.8409,0.0598
10566,Ploceus megarhynchus,male,5.947,0.0062
10567,Ploceus megarhynchus,unknown,4.9617,0.0544
10568,Ploceus melanocephalus,female,5.5427,0.0492
10569,Ploceus melanocephalus,male,6.9213,0.0831
10570,Ploceus melanocephalus,unknown,7.0716,0.1083
10571,Ploceus melanogaster,unknown,6.245,0.0657
10572,Ploceus nelicourvi,female,6.3467,0.0305
10573,Ploceus nelicourvi,male,6.0143,0.0617
10574,Ploceus nelicourvi,unknown,6.4664,0.1073
10575,Ploceus nicolli,male,5.9044,0.0561
10576,Ploceus nicolli,unknown,6.1966,0.0484
10577,Ploceus nigerrimus,male,5.994,0.0457
10578,Ploceus nigerrimus,unknown,5.8624,0.0599
10579,Ploceus nigricollis,male,6.7045,0.0563
10580,Ploceus nigricollis,unknown,6.2105,0.0672
10581,Ploceus nigrimentus,unknown,5.6382,0.0631
10582,Ploceus ocularis,male,6.4301,0.0742
10583,Ploceus ocularis,unknown,6.0042,0.0547
10584,Ploceus olivaceiceps,male,6.0688,0.0558
10585,Ploceus olivaceiceps,unknown,6.2702,0.0586
10586,Ploceus pelzelni,unknown,6.1716,0.0736
10587,Ploceus philippinus,male,5.9378,0.0462
10588,Ploceus philippinus,unknown,5.581,0.0522
10589,Ploceus preussi,male,6.1185,0.067
10590,Ploceus preussi,unknown,6.2272,0.0605
10591,Ploceus princeps,female,6.0601,0.0444
10592,Ploceus princeps,male,6.497,NA
10593,Ploceus princeps,unknown,6.0288,0.0566
10594,Ploceus rubiginosus,male,5.617,0.0439
10595,Ploceus rubiginosus,unknown,5.1956,0.0616
10596,Ploceus sakalava,male,6.2356,0.0596
10597,Ploceus sakalava,unknown,6.0441,0.0641
10598,Ploceus sanctithomae,unknown,5.9808,0.0804
10599,Ploceus spekei,unknown,6.2496,0.0549
10600,Ploceus spekeoides,unknown,3.7379,0.1171
10601,Ploceus subaureus,male,6.5059,0.0767
10602,Ploceus subaureus,unknown,6.2483,0.0466
10603,Ploceus subpersonatus,female,4.9602,0.0484
10604,Ploceus subpersonatus,male,6.1827,0.0458
10605,Ploceus subpersonatus,unknown,6.839,0.0763
10606,Ploceus taeniopterus,female,5.5711,0.054
10607,Ploceus taeniopterus,male,5.9411,0.0437
10608,Ploceus taeniopterus,unknown,6.4085,0.0726
10609,Ploceus temporalis,male,5.6273,0.0576
10610,Ploceus temporalis,unknown,5.3313,0.0525
10611,Ploceus tricolor,unknown,5.6008,0.0483
10612,Ploceus velatus,male,6.7085,0.1014
10613,Ploceus velatus,unknown,5.9064,0.0608
10614,Ploceus vitellinus,unknown,6.0887,0.0774
10615,Ploceus weynsi,male,6.025,0.053
10616,Ploceus weynsi,unknown,5.2794,0.0421
10617,Ploceus xanthops,male,6.1193,0.0653
10618,Ploceus xanthops,unknown,6.5273,0.0695
10619,Ploceus xanthopterus,female,6.0047,0.0528
10620,Ploceus xanthopterus,male,6.3937,0.0112
10621,Ploceus xanthopterus,unknown,6.4189,0.0756
10622,Pluvialis apricaria,unknown,6.5766,0.0678
10623,Pluvialis dominica,male,6.0652,0.0473
10624,Pluvialis dominica,unknown,5.7156,0.0729
10625,Pluvialis fulva,male,5.8583,0.036
10626,Pluvialis fulva,unknown,6.5584,0.0695
10627,Pluvialis squatarola,unknown,6.2482,0.0682
10628,Pluvianellus socialis,unknown,5.9054,0.0483
10629,Pluvianus aegyptius,unknown,6.0936,0.0576
10630,Pnoepyga albiventer,unknown,5.8836,0.0537
10631,Pnoepyga formosana,unknown,6.5603,0.0519
10632,Pnoepyga immaculata,unknown,6.2676,0.0689
10633,Pnoepyga mutica,unknown,5.8447,0.0536
10634,Pnoepyga pusilla,unknown,6.3396,0.0626
10635,Podargus ocellatus,unknown,5.5694,0.0525
10636,Podargus papuensis,unknown,5.6441,0.055
10637,Podargus strigoides,unknown,5.465,0.0646
10638,Podica senegalensis,unknown,5.2848,0.0474
10639,Podiceps auritus,unknown,5.5544,0.0532
10640,Podiceps cristatus,female,6.7223,0.0752
10641,Podiceps cristatus,unknown,6.8044,0.0799
10642,Podiceps gallardoi,unknown,6.5337,0.0744
10643,Podiceps grisegena,male,5.6545,0.0516
10644,Podiceps grisegena,unknown,5.6583,0.0631
10645,Podiceps major,unknown,5.8425,0.0554
10646,Podiceps nigricollis,unknown,5.6727,0.0685
10647,Podiceps occipitalis,unknown,5.8405,0.0684
10648,Podiceps taczanowskii,unknown,5.8516,0.0683
10649,Podilymbus podiceps,unknown,5.9957,0.0629
10650,Podoces biddulphi,unknown,5.8231,0.0617
10651,Podoces hendersoni,unknown,6.0614,0.0607
10652,Podoces panderi,unknown,6.2008,0.0815
10653,Podoces pleskei,unknown,5.9485,0.0736
10654,Poecile atricapillus,unknown,6.4338,0.0746
10655,Poecile carolinensis,unknown,5.993,0.0617
10656,Poecile cinctus,unknown,6.8219,0.0952
10657,Poecile davidi,unknown,6.074,0.0627
10658,Poecile gambeli,unknown,6.5552,0.0593
10659,Poecile hudsonicus,unknown,6.5507,0.0672
10660,Poecile hypermelaenus,unknown,6.0273,0.0544
10661,Poecile hyrcanus,unknown,6.612,0.0705
10662,Poecile lugubris,unknown,6.7305,0.0781
10663,Poecile montanus,unknown,6.7965,0.0917
10664,Poecile palustris,unknown,6.6013,0.0727
10665,Poecile rufescens,unknown,6.164,0.0634
10666,Poecile sclateri,unknown,5.6916,0.0596
10667,Poecile superciliosus,unknown,5.3386,0.0587
10668,Poecile weigoldicus,unknown,6.4072,0.0616
10669,Poecilodryas albonotata,male,5.883,0.0593
10670,Poecilodryas albonotata,unknown,5.9337,0.0695
10671,Poecilodryas brachyura,unknown,6.1745,0.0389
10672,Poecilodryas cerviniventris,unknown,6.114,0.0732
10673,Poecilodryas hypoleuca,male,6.3076,0.035
10674,Poecilodryas hypoleuca,unknown,6.1987,0.0883
10675,Poecilodryas placens,unknown,5.1779,0.0551
10676,Poecilodryas superciliosa,unknown,6.3427,0.0544
10677,Poecilostreptus cabanisi,male,6.21,0.0615
10678,Poecilostreptus cabanisi,unknown,6.9932,0.095
10679,Poecilostreptus palmeri,unknown,6.5747,0.0594
10680,Poecilotriccus albifacies,male,5.4543,0.0137
10681,Poecilotriccus albifacies,unknown,5.4362,0.0522
10682,Poecilotriccus calopterus,unknown,6.0774,0.0613
10683,Poecilotriccus capitalis,female,6.3369,0.0495
10684,Poecilotriccus capitalis,male,6.0614,0.0474
10685,Poecilotriccus capitalis,unknown,6.1881,0.0616
10686,Poecilotriccus fumifrons,unknown,5.4595,0.0545
10687,Poecilotriccus latirostris,unknown,5.606,0.0679
10688,Poecilotriccus luluae,unknown,6.785,0.0659
10689,Poecilotriccus plumbeiceps,unknown,6.0042,0.0636
10690,Poecilotriccus pulchellus,male,5.908,0.0108
10691,Poecilotriccus pulchellus,unknown,6.7091,0.0742
10692,Poecilotriccus ruficeps,unknown,6.3431,0.0592
10693,Poecilotriccus russatus,unknown,5.2942,0.0579
10694,Poecilotriccus senex,female,5.7169,0.058
10695,Poecilotriccus senex,unknown,5.3418,0.0597
10696,Poecilotriccus sylvia,unknown,5.4928,0.058
10697,Poeoptera femoralis,unknown,4.8414,0.0586
10698,Poeoptera kenricki,unknown,5.7279,0.0659
10699,Poeoptera lugubris,male,5.8483,0.0639
10700,Poeoptera lugubris,unknown,5.8057,0.0652
10701,Poeoptera stuhlmanni,male,4.9742,0.0598
10702,Poeoptera stuhlmanni,unknown,5.1079,0.0571
10703,Poephila acuticauda,unknown,6.5538,0.0677
10704,Poephila cincta,male,6.9045,0.0418
10705,Poephila cincta,unknown,6.754,0.0788
10706,Poephila personata,unknown,6.397,0.0729
10707,Pogoniulus atroflavus,unknown,6.5459,0.0772
10708,Pogoniulus bilineatus,unknown,6.2518,0.0578
10709,Pogoniulus chrysoconus,unknown,5.4677,0.0608
10710,Pogoniulus coryphaea,male,6.335,0.0962
10711,Pogoniulus coryphaea,unknown,6.0945,0.0484
10712,Pogoniulus leucomystax,unknown,6.1847,0.077
10713,Pogoniulus pusillus,unknown,6.4868,0.0747
10714,Pogoniulus scolopaceus,unknown,5.7277,0.065
10715,Pogoniulus simplex,male,4.5876,0.0852
10716,Pogoniulus simplex,unknown,5.0334,0.0518
10717,Pogoniulus subsulphureus,male,6.8761,0.0398
10718,Pogoniulus subsulphureus,unknown,6.3324,0.0805
10719,Pogonocichla stellata,unknown,6.5757,0.083
10720,Poicephalus cryptoxanthus,unknown,6.3456,0.0509
10721,Poicephalus flavifrons,unknown,6.4848,0.0791
10722,Poicephalus fuscicollis,female,6.1182,0.0675
10723,Poicephalus fuscicollis,male,6.354,0.0514
10724,Poicephalus fuscicollis,unknown,6.5278,0.0576
10725,Poicephalus gulielmi,unknown,6.6058,0.0862
10726,Poicephalus meyeri,unknown,6.9374,0.1098
10727,Poicephalus robustus,unknown,5.7938,0.0572
10728,Poicephalus rueppellii,unknown,6.5992,0.0613
10729,Poicephalus rufiventris,female,5.7107,0.0599
10730,Poicephalus rufiventris,male,6.3475,0.0111
10731,Poicephalus rufiventris,unknown,6.0141,0.0626
10732,Poicephalus senegalus,unknown,6.2355,0.0799
10733,Polemaetus bellicosus,unknown,6.4979,0.0674
10734,Polihierax insignis,female,6.3873,0.0594
10735,Polihierax insignis,unknown,6.2544,0.0602
10736,Polihierax semitorquatus,female,6.1031,0.0645
10737,Polihierax semitorquatus,male,6.781,NA
10738,Polihierax semitorquatus,unknown,6.3278,0.0752
10739,Poliocephalus poliocephalus,unknown,5.1288,0.0543
10740,Poliocephalus rufopectus,unknown,5.3491,0.0594
10741,Poliocrania exsul,unknown,6.0863,0.0645
10742,Poliolais lopezi,male,5.7036,0.0518
10743,Poliolais lopezi,unknown,4.8189,0.0506
10744,Polioptila albiloris,male,5.7906,0.0541
10745,Polioptila albiloris,unknown,5.065,0.0559
10746,Polioptila albiventris,female,5.9953,0.1102
10747,Polioptila albiventris,male,5.7821,0.0603
10748,Polioptila albiventris,unknown,6.0004,0.06
10749,Polioptila attenboroughi,unknown,4.2105,0.0655
10750,Polioptila caerulea,male,5.419,0.054
10751,Polioptila caerulea,unknown,6.3635,0.0578
10752,Polioptila californica,male,6.0227,0.0537
10753,Polioptila californica,unknown,5.9855,0.0562
10754,Polioptila clementsi,unknown,4.048,0.1017
10755,Polioptila dumicola,male,5.5859,0.061
10756,Polioptila dumicola,unknown,6.4714,0.0639
10757,Polioptila guianensis,male,5.2124,0.0481
10758,Polioptila guianensis,unknown,4.7057,0.0673
10759,Polioptila lactea,male,5.3998,0.0495
10760,Polioptila lactea,unknown,5.5514,0.0399
10761,Polioptila lembeyei,unknown,6.6492,0.07
10762,Polioptila melanura,unknown,6.281,0.0637
10763,Polioptila nigriceps,female,6.048,NA
10764,Polioptila nigriceps,male,5.7063,0.0547
10765,Polioptila nigriceps,unknown,7.0311,0.0898
10766,Polioptila paraensis,male,5.076,0.054
10767,Polioptila paraensis,unknown,4.7172,0.0464
10768,Polioptila plumbea,unknown,5.9565,0.0565
10769,Polioptila schistaceigula,unknown,5.6348,0.0647
10770,Polioxolmis rufipennis,unknown,4.9828,0.0619
10771,Polyboroides radiatus,unknown,6.6998,0.0674
10772,Polyboroides typus,female,6.2469,0.0573
10773,Polyboroides typus,unknown,6.3007,0.0567
10774,Polyonymus caroli,male,7.2598,0.0764
10775,Polyonymus caroli,unknown,6.7223,0.0737
10776,Polyplectron bicalcaratum,female,5.3178,0.0283
10777,Polyplectron bicalcaratum,male,6.4174,0.0577
10778,Polyplectron bicalcaratum,unknown,6.3256,0.0519
10779,Polyplectron chalcurum,male,5.403,0.0447
10780,Polyplectron chalcurum,unknown,4.8043,0.0659
10781,Polyplectron germaini,male,5.8555,0.0333
10782,Polyplectron germaini,unknown,6.4439,0.0723
10783,Polyplectron inopinatum,unknown,6.9286,0.0788
10784,Polyplectron katsumatae,unknown,4.5268,0.0702
10785,Polyplectron malacense,male,6.6074,0.0591
10786,Polyplectron malacense,unknown,6.4147,0.0793
10787,Polyplectron napoleonis,male,6.8359,0.0614
10788,Polyplectron napoleonis,unknown,7.2539,0.1
10789,Polysticta stelleri,male,6.0442,0.0576
10790,Polysticta stelleri,unknown,6.1023,0.0514
10791,Polystictus pectoralis,female,5.4043,0.0437
10792,Polystictus pectoralis,male,6.3086,0.0695
10793,Polystictus pectoralis,unknown,5.701,0.0573
10794,Polystictus superciliaris,male,5.5903,0.041
10795,Polystictus superciliaris,unknown,6.4193,0.0675
10796,Polytelis alexandrae,unknown,6.4723,0.0657
10797,Polytelis anthopeplus,male,6.6849,0.0517
10798,Polytelis anthopeplus,unknown,6.8556,0.1231
10799,Polytelis swainsonii,female,7.1676,0.0483
10800,Polytelis swainsonii,male,6.9222,0.0772
10801,Polytelis swainsonii,unknown,7.6941,0.1155
10802,Polytmus guainumbi,female,6.6791,0.0683
10803,Polytmus guainumbi,male,6.9917,0.033
10804,Polytmus guainumbi,unknown,7.1542,0.1344
10805,Polytmus milleri,unknown,6.9769,0.0964
10806,Polytmus theresiae,male,7.3702,0.0998
10807,Polytmus theresiae,unknown,7.035,0.0809
10808,Pomarea dimidiata,unknown,5.494,0.0424
10809,Pomarea iphis,unknown,4.7419,0.0654
10810,Pomarea mendozae,unknown,4.5802,0.0544
10811,Pomarea nigra,female,5.2184,0.0246
10812,Pomarea nigra,male,5.3318,0.0352
10813,Pomarea nigra,unknown,4.6338,0.0904
10814,Pomarea whitneyi,unknown,5.1763,0.0582
10815,Pomatorhinus ferruginosus,unknown,5.753,0.0565
10816,Pomatorhinus horsfieldii,unknown,5.4147,0.0456
10817,Pomatorhinus melanurus,unknown,5.5577,0.0585
10818,Pomatorhinus montanus,unknown,5.9314,0.0571
10819,Pomatorhinus musicus,unknown,5.714,0.0599
10820,Pomatorhinus ochraceiceps,unknown,6.0221,0.0471
10821,Pomatorhinus ruficollis,male,5.777,0.0752
10822,Pomatorhinus ruficollis,unknown,5.7837,0.0462
10823,Pomatorhinus schisticeps,unknown,6.4379,0.0696
10824,Pomatorhinus superciliaris,unknown,5.9367,0.0553
10825,Pomatostomus halli,unknown,5.9325,0.0586
10826,Pomatostomus isidorei,unknown,4.6682,0.0705
10827,Pomatostomus ruficeps,unknown,5.8414,0.0461
10828,Pomatostomus superciliosus,unknown,5.944,0.0627
10829,Pomatostomus temporalis,unknown,5.7577,0.0557
10830,Poodytes albolimbatus,unknown,4.6245,0.0655
10831,Poodytes carteri,unknown,4.7316,0.0627
10832,Poodytes gramineus,unknown,5.4247,0.0512
10833,Poodytes punctatus,unknown,4.9865,0.0637
10834,Pooecetes gramineus,unknown,4.5769,0.0619
10835,Poospiza baeri,unknown,5.7246,0.0598
10836,Poospiza boliviana,unknown,6.001,0.0538
10837,Poospiza garleppi,male,6.856,0.0802
10838,Poospiza garleppi,unknown,5.8865,0.0489
10839,Poospiza goeringi,unknown,5.2714,0.0447
10840,Poospiza hispaniolensis,unknown,5.0721,0.0558
10841,Poospiza nigrorufa,unknown,5.9788,0.0555
10842,Poospiza ornata,unknown,5.8649,0.0616
10843,Poospiza rubecula,male,6.0035,0.0743
10844,Poospiza rubecula,unknown,6.5363,0.0595
10845,Poospiza rufosuperciliaris,unknown,6.6402,0.0638
10846,Poospiza whitii,male,6.7267,0.0673
10847,Poospiza whitii,unknown,5.9216,0.0416
10848,Poospizopsis caesar,male,6.551,0.049
10849,Poospizopsis caesar,unknown,5.7856,0.056
10850,Poospizopsis hypochondria,unknown,5.2081,0.0502
10851,Porphyrio alleni,unknown,5.0501,0.0608
10852,Porphyrio flavirostris,unknown,5.2984,0.0538
10853,Porphyrio hochstetteri,unknown,4.8756,0.0602
10854,Porphyrio indicus,unknown,5.1644,0.0519
10855,Porphyrio madagascariensis,unknown,6.2061,0.0644
10856,Porphyrio martinica,unknown,5.8955,0.0623
10857,Porphyrio melanotus,unknown,5.7662,0.0466
10858,Porphyrio poliocephalus,unknown,6.1366,0.0604
10859,Porphyrio porphyrio,unknown,5.4095,0.062
10860,Porphyrio pulverulentus,unknown,5.558,0.0481
10861,Porphyriops melanops,unknown,5.4896,0.0536
10862,Porphyrolaema porphyrolaema,unknown,5.5537,0.0548
10863,Porphyrospiza alaudina,male,5.3406,0.0635
10864,Porphyrospiza alaudina,unknown,5.4804,0.0534
10865,Porphyrospiza caerulescens,male,7.0761,0.0614
10866,Porphyrospiza caerulescens,unknown,6.9817,0.0886
10867,Porphyrospiza carbonaria,female,5.6996,0.0432
10868,Porphyrospiza carbonaria,male,5.3685,0.0766
10869,Porphyrospiza carbonaria,unknown,5.7128,0.0392
10870,Porzana carolina,male,5.334,NA
10871,Porzana carolina,unknown,5.1683,0.0607
10872,Porzana fluminea,unknown,5.6245,0.0526
10873,Porzana porzana,unknown,5.3298,0.0423
10874,Porzana spiloptera,unknown,4.9426,0.0608
10875,Premnoplex brunnescens,unknown,5.9079,0.0499
10876,Premnoplex tatei,unknown,4.7292,0.0512
10877,Premnornis guttuliger,unknown,5.5507,0.0537
10878,Primolius auricollis,unknown,6.3153,0.077
10879,Primolius couloni,unknown,6.9424,0.0921
10880,Primolius maracana,unknown,7.4715,0.1092
10881,Prinia atrogularis,unknown,5.1996,0.066
10882,Prinia bairdii,unknown,5.4752,0.0579
10883,Prinia buchanani,unknown,4.7489,0.0574
10884,Prinia cinereocapilla,unknown,5.2064,0.0518
10885,Prinia crinigera,male,5.196,0.0595
10886,Prinia crinigera,unknown,5.3032,0.0547
10887,Prinia erythroptera,unknown,5.1577,0.0651
10888,Prinia familiaris,unknown,5.3112,0.056
10889,Prinia flavicans,unknown,5.2998,0.0431
10890,Prinia flaviventris,unknown,5.9281,0.063
10891,Prinia fluviatilis,unknown,4.8833,0.056
10892,Prinia gracilis,unknown,5.2163,0.0505
10893,Prinia hodgsonii,unknown,5.5439,0.0475
10894,Prinia hypoxantha,unknown,5.3958,0.0556
10895,Prinia inornata,unknown,5.3983,0.0582
10896,Prinia maculosa,unknown,5.1227,0.0437
10897,Prinia molleri,unknown,5.3327,0.0499
10898,Prinia polychroa,unknown,4.9927,0.0512
10899,Prinia rufescens,unknown,5.8701,0.0494
10900,Prinia rufifrons,unknown,5.483,0.0559
10901,Prinia socialis,male,6.0138,0.0682
10902,Prinia socialis,unknown,6.0481,0.0796
10903,Prinia somalica,unknown,5.453,0.0549
10904,Prinia subflava,unknown,5.5227,0.0488
10905,Prinia superciliaris,unknown,5.5565,0.0511
10906,Prinia sylvatica,unknown,4.9794,0.0631
10907,Prioniturus discurus,unknown,6.5522,0.0802
10908,Prioniturus flavicans,unknown,6.4496,0.0647
10909,Prioniturus luconensis,female,7.4355,0.0157
10910,Prioniturus luconensis,unknown,6.761,0.0615
10911,Prioniturus mada,male,6.636,0.0798
10912,Prioniturus mada,unknown,6.1285,0.0726
10913,Prioniturus mindorensis,unknown,5.3014,0.0714
10914,Prioniturus montanus,unknown,4.7979,0.0711
10915,Prioniturus platenae,male,7.1643,0.0856
10916,Prioniturus platenae,unknown,7.3744,0.1026
10917,Prioniturus platurus,unknown,6.5947,0.0777
10918,Prioniturus waterstradti,unknown,6.0173,0.0568
10919,Prionochilus maculatus,female,5.3016,0.0523
10920,Prionochilus maculatus,unknown,6.4635,0.081
10921,Prionochilus olivaceus,unknown,5.7917,0.0523
10922,Prionochilus percussus,female,5.588,0.0443
10923,Prionochilus percussus,male,6.8473,0.0529
10924,Prionochilus percussus,unknown,6.9234,0.0863
10925,Prionochilus plateni,male,5.586,0.0577
10926,Prionochilus plateni,unknown,6.2375,0.0525
10927,Prionochilus thoracicus,female,6.311,0.0735
10928,Prionochilus thoracicus,male,6.1963,0.0647
10929,Prionochilus thoracicus,unknown,6.0375,0.0709
10930,Prionochilus xanthopygius,male,6.7829,0.0897
10931,Prionochilus xanthopygius,unknown,5.9374,0.0488
10932,Prionops caniceps,unknown,5.6373,0.0533
10933,Prionops gabela,unknown,5.6443,0.0583
10934,Prionops plumatus,unknown,6.5107,0.0721
10935,Prionops poliolophus,unknown,6.2451,0.0748
10936,Prionops retzii,unknown,6.3003,0.0768
10937,Prionops rufiventris,unknown,6.1674,0.0639
10938,Prionops scopifrons,unknown,5.6301,0.0622
10939,Priotelus roseigaster,male,8.0647,0.109
10940,Priotelus roseigaster,unknown,6.8024,0.1097
10941,Priotelus temnurus,male,7.1608,0.0738
10942,Priotelus temnurus,unknown,7.529,0.1123
10943,Probosciger aterrimus,unknown,6.6031,0.0958
10944,Procarduelis nipalensis,male,5.6573,0.0581
10945,Procarduelis nipalensis,unknown,6.8482,0.0884
10946,Procellaria aequinoctialis,unknown,5.3756,0.0416
10947,Procellaria cinerea,unknown,5.1382,0.0565
10948,Procellaria conspicillata,unknown,4.5257,0.0554
10949,Procellaria parkinsoni,unknown,5.2157,0.0501
10950,Procellaria westlandica,unknown,4.856,0.0573
10951,Procnias albus,male,5.5538,0.0539
10952,Procnias albus,unknown,5.9724,0.0541
10953,Procnias averano,unknown,5.62,0.0596
10954,Procnias nudicollis,male,6.2736,0.069
10955,Procnias nudicollis,unknown,6.4716,0.0714
10956,Procnias tricarunculatus,male,7.0768,0.0521
10957,Procnias tricarunculatus,unknown,6.673,0.0808
10958,Prodotiscus insignis,unknown,5.1482,0.057
10959,Prodotiscus regulus,unknown,4.5094,0.0663
10960,Prodotiscus zambesiae,unknown,5.1231,0.0455
10961,Progne chalybea,unknown,5.5319,0.0685
10962,Progne cryptoleuca,female,5.695,0.0496
10963,Progne cryptoleuca,unknown,5.7308,0.0536
10964,Progne dominicensis,female,5.7105,0.0217
10965,Progne dominicensis,male,6.1573,0.0714
10966,Progne dominicensis,unknown,5.9356,0.0634
10967,Progne elegans,unknown,5.6182,0.063
10968,Progne modesta,female,5.5573,0.0459
10969,Progne modesta,male,5.7083,0.0384
10970,Progne modesta,unknown,5.8003,0.0642
10971,Progne murphyi,female,4.6805,0.0431
10972,Progne murphyi,unknown,5.394,0.039
10973,Progne sinaloae,unknown,5.3062,0.0632
10974,Progne subis,male,6.2125,0.0444
10975,Progne subis,unknown,5.9314,0.0567
10976,Progne tapera,unknown,5.7311,0.0403
10977,Promerops cafer,male,6.178,0.0642
10978,Promerops cafer,unknown,6.3142,0.0794
10979,Promerops gurneyi,unknown,6.528,0.067
10980,Prosobonia parvirostris,unknown,5.1397,0.0509
10981,Prosopeia personata,unknown,6.5835,0.0768
10982,Prosopeia splendens,unknown,6.9563,0.0802
10983,Prosopeia tabuensis,unknown,6.7827,0.0844
